"Yaş","Gelir","Harcamalar","Kredi_Skoru","İnternet_Aboneliği","Yorum","Puan"
53,61921,23706,635,16,"İnternetten daha iyi bekliyordum.",499
28,34746,38078,628,13,"Yine de memnun kaldım.",555
68,98535,20924,738,23,"Yine de memnun kaldım.",844
32,95350,23073,684,14,"Hizmet çok iyi, teşekkürler.",591
21,80345,25921,673,7,"Yeterli bir deneyim.",685
38,79220,35432,646,2,"Beklentilerimin altında.",652
30,52063,30656,680,12,"Ürünler kaliteli, ama fiyatlar yüksek.",36
39,75971,27813,720,24,"Yine de memnun kaldım.",525
36,33598,16444,642,17,"Güzel hizmet, ama daha iyi olabilir.",633
51,40564,20684,745,24,"Harika ürünler!",396
31,79725,37774,673,5,"İnternetten daha iyi bekliyordum.",749
21,89940,13420,652,20,"Kaliteli, ama fiyat biraz yüksek.",395
65,92085,12068,638,10,"Harika ürünler!",566
69,47862,17159,706,18,"Yine de memnun kaldım.",923
63,40265,14806,636,3,"Yine de memnun kaldım.",21
44,39705,16844,696,13,"Güzel hizmet, ama daha iyi olabilir.",339
46,85279,21683,648,13,"Güzel hizmet, ama daha iyi olabilir.",494
64,92471,34727,727,10,"Kaliteli, ama fiyat biraz yüksek.",402
45,92979,29615,609,2,"Harika ürünler!",202
52,85828,12906,639,16,"Hizmet çok iyi, teşekkürler.",925
25,76104,29935,745,4,"Kaliteli, ama fiyat biraz yüksek.",949
33,70934,36042,705,19,"Harika ürünler!",345
59,36050,30575,640,5,"Yine de memnun kaldım.",14
53,73952,29807,601,7,"Harika ürünler!",29
47,38484,30441,652,9,"İnternetten daha iyi bekliyordum.",28
35,92648,31578,746,5,"Hizmet çok iyi, teşekkürler.",763
19,89945,21117,625,8,"Yine de memnun kaldım.",159
66,83678,13665,653,2,"Beklediğimden daha iyi.",628
30,61323,31119,650,22,"Yine de memnun kaldım.",669
21,65361,21622,713,24,"Harika ürünler!",619
43,40315,19348,616,20,"Beklentilerimin altında.",626
42,77968,25498,719,20,"Beklediğimden daha iyi.",271
47,56519,32773,645,7,"Ürünler kaliteli, ama fiyatlar yüksek.",419
28,39107,38783,654,4,"Yine de memnun kaldım.",849
24,85781,17882,649,21,"Kaliteli, ama fiyat biraz yüksek.",488
48,33869,15289,674,15,"Yeterli bir deneyim.",175
61,57370,23910,610,18,"Kaliteli, ama fiyat biraz yüksek.",230
27,92695,17798,739,2,"Kaliteli, ama fiyat biraz yüksek.",795
56,90422,13408,647,14,"Yeterli bir deneyim.",317
30,37971,27545,720,10,"Yine de memnun kaldım.",761
48,55651,27643,655,5,"Ürünler kaliteli, ama fiyatlar yüksek.",466
24,86974,23959,607,12,"Beklentilerimin altında.",439
66,53446,14090,613,10,"Beklediğimden daha iyi.",55
59,68108,21033,713,18,"Yine de memnun kaldım.",330
59,33823,25362,653,6,"İnternetten daha iyi bekliyordum.",272
53,43454,32074,616,22,"Ürünler kaliteli, ama fiyatlar yüksek.",701
37,33932,23783,732,12,"Ürünler kaliteli, ama fiyatlar yüksek.",20
21,40220,21394,730,24,"Harika ürünler!",164
24,97965,12981,608,1,"Beklediğimden daha iyi.",491
18,58208,18065,721,7,"Kaliteli, ama fiyat biraz yüksek.",882
61,40510,13554,713,12,"Beklentilerimin altında.",417
62,74045,38048,619,7,"İnternetten daha iyi bekliyordum.",992
59,40537,35800,682,9,"Beklediğimden daha iyi.",796
64,99134,22579,620,20,"Hizmet çok iyi, teşekkürler.",579
30,43782,28773,632,15,"Harika ürünler!",991
39,95587,18158,732,23,"Yeterli bir deneyim.",955
38,52072,11014,625,12,"İnternetten daha iyi bekliyordum.",266
39,75702,32113,707,13,"Beklediğimden daha iyi.",729
45,36057,23527,688,22,"Yeterli bir deneyim.",337
26,60916,22872,691,4,"İnternetten daha iyi bekliyordum.",895
43,57268,24201,632,10,"İnternetten daha iyi bekliyordum.",884
26,73978,20218,617,24,"Beklentilerimin altında.",607
32,53259,13713,617,3,"Ürünler kaliteli, ama fiyatlar yüksek.",187
27,83583,27876,632,24,"İnternetten daha iyi bekliyordum.",474
41,64293,17585,626,5,"Beklentilerimin altında.",207
59,37043,14122,648,4,"Beklediğimden daha iyi.",73
25,80430,19892,742,19,"Hizmet çok iyi, teşekkürler.",875
41,68893,26838,707,15,"Yine de memnun kaldım.",673
33,70642,27301,667,23,"Yine de memnun kaldım.",672
66,60868,33107,698,7,"Ürünler kaliteli, ama fiyatlar yüksek.",393
43,56309,34589,618,22,"Beklentilerimin altında.",489
44,53284,32625,624,3,"Hizmet çok iyi, teşekkürler.",571
54,99000,14374,703,16,"Harika ürünler!",25
21,92107,32443,675,15,"Beklediğimden daha iyi.",873
67,95049,10489,675,18,"İnternetten daha iyi bekliyordum.",536
41,59265,10984,705,3,"İnternetten daha iyi bekliyordum.",769
36,53880,27344,632,14,"Beklediğimden daha iyi.",857
53,30255,34434,636,1,"Beklediğimden daha iyi.",851
56,31502,11782,691,7,"Beklentilerimin altında.",514
27,95424,24959,723,2,"İnternetten daha iyi bekliyordum.",799
42,71366,24542,642,10,"Yine de memnun kaldım.",256
35,57425,15983,725,24,"Ürünler kaliteli, ama fiyatlar yüksek.",279
36,82328,11869,608,16,"Yine de memnun kaldım.",817
53,97396,21496,613,12,"Yeterli bir deneyim.",938
27,35806,29028,730,18,"Güzel hizmet, ama daha iyi olabilir.",759
50,47106,16838,668,6,"Hizmet çok iyi, teşekkürler.",555
67,86731,23550,625,17,"Yeterli bir deneyim.",32
22,62599,30729,726,8,"Güzel hizmet, ama daha iyi olabilir.",293
64,39004,15702,652,21,"Beklediğimden daha iyi.",623
66,81364,23027,640,9,"Yine de memnun kaldım.",307
52,55792,21860,681,19,"Harika ürünler!",290
61,94912,38977,701,2,"Ürünler kaliteli, ama fiyatlar yüksek.",784
51,84645,34459,620,7,"İnternetten daha iyi bekliyordum.",825
50,37232,34014,720,11,"Kaliteli, ama fiyat biraz yüksek.",303
38,84766,32286,638,23,"Kaliteli, ama fiyat biraz yüksek.",42
34,78542,16032,668,13,"Harika ürünler!",815
39,35913,11825,674,10,"Güzel hizmet, ama daha iyi olabilir.",555
65,40567,37883,661,15,"Yine de memnun kaldım.",800
54,68379,21554,644,21,"Kaliteli, ama fiyat biraz yüksek.",970
32,30319,29494,626,7,"Beklediğimden daha iyi.",598
52,34791,25333,715,6,"Yine de memnun kaldım.",741
45,30329,37341,741,12,"Hizmet çok iyi, teşekkürler.",479
24,91032,22470,640,3,"Yine de memnun kaldım.",82
49,74078,13770,705,16,"Yeterli bir deneyim.",203
28,51300,37268,673,20,"Ürünler kaliteli, ama fiyatlar yüksek.",987
27,80945,10029,659,9,"Harika ürünler!",641
26,85609,18958,641,10,"Yine de memnun kaldım.",137
31,90562,25502,721,13,"Yine de memnun kaldım.",82
30,91901,18806,610,8,"Güzel hizmet, ama daha iyi olabilir.",923
42,35703,19196,746,6,"Hizmet çok iyi, teşekkürler.",686
19,93115,12121,717,3,"Yine de memnun kaldım.",647
52,57676,37702,664,12,"Kaliteli, ama fiyat biraz yüksek.",618
24,91710,13009,646,9,"Yine de memnun kaldım.",150
38,90077,30203,613,9,"İnternetten daha iyi bekliyordum.",943
35,75440,17739,666,11,"Yine de memnun kaldım.",620
20,66923,34599,708,6,"Beklediğimden daha iyi.",733
59,59802,14059,609,2,"Yeterli bir deneyim.",859
56,92904,21285,723,7,"Ürünler kaliteli, ama fiyatlar yüksek.",318
58,90162,39727,616,9,"İnternetten daha iyi bekliyordum.",844
66,95169,12910,742,19,"Hizmet çok iyi, teşekkürler.",246
28,98147,24674,696,18,"Beklediğimden daha iyi.",36
56,52075,28354,656,12,"Yeterli bir deneyim.",267
41,39304,36114,737,21,"Ürünler kaliteli, ama fiyatlar yüksek.",585
63,89622,33039,670,11,"Ürünler kaliteli, ama fiyatlar yüksek.",114
36,84215,37717,696,10,"Yeterli bir deneyim.",80
21,42521,31151,616,23,"Beklediğimden daha iyi.",704
43,54028,22161,675,3,"Hizmet çok iyi, teşekkürler.",725
55,69328,21116,616,12,"Hizmet çok iyi, teşekkürler.",526
59,57301,35146,710,4,"Güzel hizmet, ama daha iyi olabilir.",335
49,68015,23051,719,10,"Hizmet çok iyi, teşekkürler.",83
56,66845,27626,743,2,"Yeterli bir deneyim.",886
62,74159,27096,718,12,"Yine de memnun kaldım.",777
63,73714,23054,677,11,"Yeterli bir deneyim.",809
53,55230,24070,602,14,"Yeterli bir deneyim.",153
57,79262,19485,707,15,"İnternetten daha iyi bekliyordum.",816
54,71722,29250,650,14,"Harika ürünler!",252
50,76359,36250,713,12,"Kaliteli, ama fiyat biraz yüksek.",501
53,92796,24413,693,2,"Yine de memnun kaldım.",918
20,70159,21855,715,23,"Beklentilerimin altında.",447
26,35239,16153,704,2,"Harika ürünler!",272
25,80886,15587,698,1,"Ürünler kaliteli, ama fiyatlar yüksek.",929
50,57195,35935,675,20,"Beklediğimden daha iyi.",872
23,64674,18827,680,15,"Kaliteli, ama fiyat biraz yüksek.",824
58,48105,35785,671,22,"Kaliteli, ama fiyat biraz yüksek.",853
56,59739,34097,746,10,"İnternetten daha iyi bekliyordum.",506
21,61969,16861,742,20,"Ürünler kaliteli, ama fiyatlar yüksek.",131
30,44497,20804,710,1,"Beklentilerimin altında.",710
66,31816,23979,657,1,"Yine de memnun kaldım.",324
19,89254,11297,677,1,"Yeterli bir deneyim.",350
22,99385,24745,647,23,"Yine de memnun kaldım.",82
61,63826,10357,655,11,"İnternetten daha iyi bekliyordum.",963
44,93365,26300,641,12,"Kaliteli, ama fiyat biraz yüksek.",817
49,80100,24433,623,15,"Yine de memnun kaldım.",125
38,34359,31486,709,14,"Hizmet çok iyi, teşekkürler.",213
25,42809,26624,651,23,"Beklediğimden daha iyi.",834
55,94450,20796,633,1,"Yeterli bir deneyim.",726
25,68428,33238,602,1,"Ürünler kaliteli, ama fiyatlar yüksek.",963
67,32093,38640,667,6,"Hizmet çok iyi, teşekkürler.",749
20,74498,28210,738,24,"Hizmet çok iyi, teşekkürler.",599
61,70985,18115,740,23,"Hizmet çok iyi, teşekkürler.",895
20,62009,29942,649,22,"Beklentilerimin altında.",954
39,47718,13860,681,3,"Yeterli bir deneyim.",461
23,46705,39936,618,14,"Beklentilerimin altında.",624
19,92598,22443,643,23,"Beklentilerimin altında.",104
40,42239,14447,602,6,"Beklediğimden daha iyi.",370
61,76622,30523,712,8,"Hizmet çok iyi, teşekkürler.",62
19,76665,26521,664,20,"Beklentilerimin altında.",962
55,62274,30118,638,15,"Beklediğimden daha iyi.",750
34,41419,11967,663,17,"Harika ürünler!",468
52,45003,16579,703,23,"Beklediğimden daha iyi.",25
51,60866,14849,612,9,"Harika ürünler!",639
40,51988,34718,667,16,"Güzel hizmet, ama daha iyi olabilir.",0
47,85894,17167,669,1,"Harika ürünler!",93
69,35674,32326,674,16,"Harika ürünler!",882
25,96446,17466,600,19,"İnternetten daha iyi bekliyordum.",451
39,59072,38209,697,23,"Beklentilerimin altında.",973
61,63717,32789,703,9,"Yine de memnun kaldım.",913
53,56651,37135,715,17,"Güzel hizmet, ama daha iyi olabilir.",11
22,74291,22349,736,6,"Beklentilerimin altında.",677
30,93350,31899,712,14,"Harika ürünler!",297
46,34646,34435,702,18,"Yine de memnun kaldım.",419
48,69713,12019,636,21,"Beklediğimden daha iyi.",783
64,97936,16174,705,14,"Hizmet çok iyi, teşekkürler.",960
33,74331,25689,707,23,"Yeterli bir deneyim.",578
59,52185,17092,620,7,"Harika ürünler!",166
47,82107,29233,747,10,"Kaliteli, ama fiyat biraz yüksek.",253
33,96554,27576,728,16,"Kaliteli, ama fiyat biraz yüksek.",866
29,47563,20505,627,7,"Hizmet çok iyi, teşekkürler.",764
34,45701,12355,707,20,"Hizmet çok iyi, teşekkürler.",757
33,99072,28890,608,6,"Harika ürünler!",570
29,78217,10333,631,6,"Harika ürünler!",974
25,74610,12562,665,7,"Beklediğimden daha iyi.",293
37,80131,24776,699,22,"Beklediğimden daha iyi.",143
20,59410,37296,620,17,"İnternetten daha iyi bekliyordum.",208
33,88715,37014,681,8,"Harika ürünler!",225
47,68665,11795,623,2,"Harika ürünler!",457
62,45957,25270,710,19,"Beklediğimden daha iyi.",906
40,78127,10253,691,21,"Ürünler kaliteli, ama fiyatlar yüksek.",283
45,93589,13657,611,22,"Beklediğimden daha iyi.",602
68,76008,33886,738,7,"Ürünler kaliteli, ama fiyatlar yüksek.",485
57,91920,19615,622,12,"Harika ürünler!",977
22,62875,13237,691,20,"Beklediğimden daha iyi.",110
37,31626,13331,722,3,"İnternetten daha iyi bekliyordum.",751
57,93822,11027,633,4,"Beklentilerimin altında.",349
61,63642,24199,724,11,"Güzel hizmet, ama daha iyi olabilir.",332
18,68311,28550,656,12,"Güzel hizmet, ama daha iyi olabilir.",79
47,62356,23283,602,19,"Beklediğimden daha iyi.",385
38,33809,22186,605,19,"Beklentilerimin altında.",403
37,73371,26853,647,11,"Yine de memnun kaldım.",715
23,64875,23781,701,13,"Yine de memnun kaldım.",988
39,39465,25120,719,24,"Kaliteli, ama fiyat biraz yüksek.",749
35,96095,34044,612,1,"Beklediğimden daha iyi.",327
25,95250,34289,635,6,"Ürünler kaliteli, ama fiyatlar yüksek.",293
56,45250,15983,669,22,"Yeterli bir deneyim.",493
49,76023,11093,632,16,"Ürünler kaliteli, ama fiyatlar yüksek.",183
50,76624,14789,704,2,"İnternetten daha iyi bekliyordum.",211
33,46427,12912,656,14,"Güzel hizmet, ama daha iyi olabilir.",250
29,63276,25111,654,24,"Yeterli bir deneyim.",738
55,33439,31873,706,23,"İnternetten daha iyi bekliyordum.",166
69,47300,24332,740,18,"Hizmet çok iyi, teşekkürler.",542
51,90289,26564,650,17,"Kaliteli, ama fiyat biraz yüksek.",847
31,47182,22259,691,20,"Yine de memnun kaldım.",662
53,80912,37652,652,18,"Yine de memnun kaldım.",161
50,56909,19412,635,19,"Ürünler kaliteli, ama fiyatlar yüksek.",607
40,49659,30526,732,15,"Güzel hizmet, ama daha iyi olabilir.",272
67,61403,30007,718,2,"Harika ürünler!",874
62,63586,31113,624,4,"Güzel hizmet, ama daha iyi olabilir.",535
19,40360,26006,680,1,"İnternetten daha iyi bekliyordum.",418
58,51424,31643,636,8,"İnternetten daha iyi bekliyordum.",629
38,78791,34413,618,20,"İnternetten daha iyi bekliyordum.",406
19,33065,19755,634,14,"Beklediğimden daha iyi.",391
44,98795,14684,706,11,"Hizmet çok iyi, teşekkürler.",437
26,42300,17854,653,24,"Harika ürünler!",86
18,63370,30016,605,24,"Harika ürünler!",404
28,99831,32357,728,14,"Beklentilerimin altında.",274
20,57209,36933,633,16,"Güzel hizmet, ama daha iyi olabilir.",414
69,50927,16417,655,10,"Hizmet çok iyi, teşekkürler.",561
40,64579,27946,696,7,"İnternetten daha iyi bekliyordum.",326
43,39032,23127,625,16,"Yeterli bir deneyim.",111
21,70731,27797,690,4,"Kaliteli, ama fiyat biraz yüksek.",791
35,83767,20698,637,12,"Güzel hizmet, ama daha iyi olabilir.",301
23,79954,39404,658,12,"Beklediğimden daha iyi.",135
52,55102,32888,726,2,"Harika ürünler!",332
39,64433,27401,623,6,"Yine de memnun kaldım.",2
60,45932,25428,710,20,"Yine de memnun kaldım.",161
32,55714,13654,620,15,"Kaliteli, ama fiyat biraz yüksek.",511
39,87803,24997,659,15,"Hizmet çok iyi, teşekkürler.",76
54,69743,33226,689,22,"Ürünler kaliteli, ama fiyatlar yüksek.",184
69,32552,23742,747,16,"Harika ürünler!",885
59,86627,18949,605,24,"Güzel hizmet, ama daha iyi olabilir.",569
29,75987,21971,609,3,"Ürünler kaliteli, ama fiyatlar yüksek.",479
64,75380,25391,739,1,"Beklediğimden daha iyi.",162
66,59250,32482,696,21,"Kaliteli, ama fiyat biraz yüksek.",20
59,98344,35196,749,12,"Harika ürünler!",576
55,94686,36464,679,15,"Beklentilerimin altında.",577
35,75028,29968,616,19,"Yeterli bir deneyim.",952
62,45295,26565,737,6,"Harika ürünler!",297
52,85248,16829,739,19,"Yine de memnun kaldım.",298
47,40523,37304,682,17,"Kaliteli, ama fiyat biraz yüksek.",281
41,75530,20487,639,9,"Beklentilerimin altında.",962
59,43769,12667,673,21,"İnternetten daha iyi bekliyordum.",471
47,93042,39992,673,13,"Güzel hizmet, ama daha iyi olabilir.",409
31,74645,19991,649,15,"Ürünler kaliteli, ama fiyatlar yüksek.",391
23,92142,26287,609,16,"Beklentilerimin altında.",686
20,55557,16173,702,13,"Kaliteli, ama fiyat biraz yüksek.",164
33,67085,31805,693,2,"Yine de memnun kaldım.",967
24,80708,19691,731,2,"Kaliteli, ama fiyat biraz yüksek.",81
69,81357,25208,728,11,"İnternetten daha iyi bekliyordum.",657
31,43470,23235,642,16,"Beklediğimden daha iyi.",715
26,36805,23663,682,17,"Yeterli bir deneyim.",163
32,92028,19176,732,3,"İnternetten daha iyi bekliyordum.",103
38,80772,38129,703,23,"Beklentilerimin altında.",129
52,82104,28748,633,1,"Güzel hizmet, ama daha iyi olabilir.",595
19,36630,25072,623,18,"Beklediğimden daha iyi.",119
44,45701,15516,741,14,"Yeterli bir deneyim.",258
19,44859,29689,640,22,"Harika ürünler!",103
52,51183,28599,612,9,"Güzel hizmet, ama daha iyi olabilir.",363
35,70438,37366,731,9,"İnternetten daha iyi bekliyordum.",545
31,72244,26509,627,12,"Yine de memnun kaldım.",893
37,45021,12620,682,24,"Güzel hizmet, ama daha iyi olabilir.",368
35,99863,30599,728,3,"Yeterli bir deneyim.",877
27,85565,27835,706,2,"Kaliteli, ama fiyat biraz yüksek.",685
42,78043,19200,612,1,"Kaliteli, ama fiyat biraz yüksek.",957
19,94361,35789,713,9,"Kaliteli, ama fiyat biraz yüksek.",325
42,31245,21896,705,13,"İnternetten daha iyi bekliyordum.",743
50,71011,31931,604,21,"Yeterli bir deneyim.",184
53,40355,33087,696,16,"Harika ürünler!",393
48,78692,33753,613,19,"Ürünler kaliteli, ama fiyatlar yüksek.",343
31,79004,29514,679,10,"Hizmet çok iyi, teşekkürler.",529
18,59714,10696,719,5,"Hizmet çok iyi, teşekkürler.",416
63,47198,12270,634,14,"Yine de memnun kaldım.",230
33,96951,36091,602,15,"Yeterli bir deneyim.",134
63,31652,19226,603,3,"Beklediğimden daha iyi.",44
69,73625,37416,734,9,"İnternetten daha iyi bekliyordum.",623
20,48740,26060,730,1,"İnternetten daha iyi bekliyordum.",491
52,33810,19727,680,1,"Beklentilerimin altında.",924
58,46569,19005,710,19,"Kaliteli, ama fiyat biraz yüksek.",594
23,56783,34885,658,6,"İnternetten daha iyi bekliyordum.",421
42,39471,35587,673,11,"Güzel hizmet, ama daha iyi olabilir.",550
30,36163,25084,728,18,"Kaliteli, ama fiyat biraz yüksek.",765
51,93087,39729,658,14,"Ürünler kaliteli, ama fiyatlar yüksek.",920
25,92071,35594,717,16,"Yine de memnun kaldım.",144
38,46065,29795,737,1,"Güzel hizmet, ama daha iyi olabilir.",316
51,78348,30102,702,24,"Güzel hizmet, ama daha iyi olabilir.",562
21,49154,24816,730,10,"Ürünler kaliteli, ama fiyatlar yüksek.",292
42,50229,16717,734,10,"Beklentilerimin altında.",578
32,82587,31304,608,13,"İnternetten daha iyi bekliyordum.",535
21,79713,38386,698,1,"Beklentilerimin altında.",633
62,56997,28428,740,3,"İnternetten daha iyi bekliyordum.",465
29,51101,11116,713,14,"Yeterli bir deneyim.",48
49,70391,39299,661,21,"Yeterli bir deneyim.",985
49,89405,27540,661,16,"Güzel hizmet, ama daha iyi olabilir.",660
45,64948,25179,609,23,"Güzel hizmet, ama daha iyi olabilir.",458
30,83031,10988,686,20,"Harika ürünler!",696
48,67921,20658,610,6,"Ürünler kaliteli, ama fiyatlar yüksek.",761
31,58460,15587,661,1,"Hizmet çok iyi, teşekkürler.",424
37,51071,28212,676,20,"Yeterli bir deneyim.",656
35,96118,25803,703,24,"Ürünler kaliteli, ama fiyatlar yüksek.",754
46,78282,34256,655,5,"Güzel hizmet, ama daha iyi olabilir.",876
23,88445,26271,709,8,"Beklentilerimin altında.",869
49,84816,20269,648,12,"Güzel hizmet, ama daha iyi olabilir.",660
46,33060,16088,615,1,"Beklentilerimin altında.",67
60,43731,12345,672,13,"İnternetten daha iyi bekliyordum.",508
19,50719,19276,715,9,"Hizmet çok iyi, teşekkürler.",735
40,77042,37081,692,20,"Beklediğimden daha iyi.",209
36,79116,38620,736,24,"Beklediğimden daha iyi.",703
48,56325,20543,632,8,"Beklediğimden daha iyi.",299
68,52597,13005,687,13,"İnternetten daha iyi bekliyordum.",123
22,97439,14435,638,2,"Güzel hizmet, ama daha iyi olabilir.",795
36,44551,26220,713,15,"Harika ürünler!",291
51,54278,20687,676,14,"Güzel hizmet, ama daha iyi olabilir.",420
27,45141,24147,686,19,"Yeterli bir deneyim.",894
42,97913,23613,713,9,"Beklediğimden daha iyi.",811
19,63615,25216,655,19,"Güzel hizmet, ama daha iyi olabilir.",49
28,92751,16628,737,14,"Kaliteli, ama fiyat biraz yüksek.",985
67,57452,10076,640,8,"Kaliteli, ama fiyat biraz yüksek.",880
48,52725,15752,703,5,"Yeterli bir deneyim.",182
32,80391,28946,698,7,"İnternetten daha iyi bekliyordum.",246
